$GPGGA,180035.00,4914.8967,N,12259.9348,W,1,11,0.7,101.3,M,0.0,M,,
$GPGGA,180036.00,4914.8966,N,12259.9363,W,1,13,1.0,72.3,M,0.0,M,,
$GPGGA,180037.00,4914.8960,N,12259.9372,W,1,7,1.7,92.0,M,0.0,M,,
$GPGGA,180038.00,4914.8950,N,12259.9377,W,1,11,1.6,35.3,M,0.0,M,,
$GPGGA,180039.00,4914.8937,N,12259.9375,W,1,12,0.9,30.9,M,0.0,M,,
$GPGGA,180040.00,4914.8906,N,12259.9347,W,1,11,1.4,89.3,M,0.0,M,,
$GPGGA,180041.00,4914.8927,N,12259.9377,W,1,9,1.4,109.4,M,0.0,M,,
$GPGGA,180042.00,4914.8920,N,12259.9405,W,1,7,1.0,58.5,M,0.0,M,,
$GPGGA,180043.00,4914.8928,N,12259.9386,W,1,12,1.5,19.9,M,0.0,M,,
$GPGGA,180044.00,4914.8903,N,12259.9391,W,1,11,1.1,55.7,M,0.0,M,,
$GPGGA,180045.00,4914.8931,N,12259.9385,W,1,10,0.8,69.3,M,0.0,M,,
$GPGGA,180046.00,4914.8936,N,12259.9405,W,1,12,1.3,110.5,M,0.0,M,,
$GPGGA,180047.00,4914.8917,N,12259.9414,W,1,9,1.0,100.7,M,0.0,M,,
$GPGGA,180048.00,4914.8902,N,12259.9361,W,1,14,1.8,42.5,M,0.0,M,,
$GPGGA,180049.00,4914.8919,N,12259.9387,W,1,12,1.6,61.5,M,0.0,M,,
$GPGGA,180050.00,4914.8960,N,12259.9357,W,1,8,0.9,116.3,M,0.0,M,,
$GPGGA,180051.00,4914.8960,N,12259.9394,W,1,13,1.8,98.5,M,0.0,M,,
$GPGGA,180052.00,4914.8950,N,12259.9338,W,1,12,0.8,53.4,M,0.0,M,,
$GPGGA,180053.00,4914.8960,N,12259.9326,W,1,11,1.3,60.0,M,0.0,M,,
$GPGGA,180054.00,4914.8959,N,12259.9310,W,1,11,1.3,100.5,M,0.0,M,,
$GPGGA,180055.00,4914.8994,N,12259.9292,W,1,12,0.8,35.7,M,0.0,M,,
$GPGGA,180056.00,4914.8968,N,12259.9269,W,1,7,1.4,113.7,M,0.0,M,,
$GPGGA,180057.00,4914.8939,N,12259.9235,W,1,12,1.7,34.4,M,0.0,M,,
$GPGGA,180058.00,4914.8943,N,12259.9229,W,1,8,1.4,61.1,M,0.0,M,,
$GPGGA,180059.00,4914.8974,N,12259.9245,W,1,11,1.4,22.8,M,0.0,M,,
$GPGGA,180100.00,4914.8972,N,12259.9220,W,1,7,1.7,43.5,M,0.0,M,,
$GPGGA,180101.00,4914.8950,N,12259.9201,W,1,14,0.8,35.8,M,0.0,M,,
$GPGGA,180102.00,4914.8960,N,12259.9208,W,1,15,0.8,59.9,M,0.0,M,,
$GPGGA,180103.00,4914.8946,N,12259.9192,W,1,15,1.2,91.6,M,0.0,M,,
$GPGGA,180104.00,4914.8915,N,12259.9200,W,1,9,1.7,82.0,M,0.0,M,,
$GPGGA,180105.00,4914.8941,N,12259.9175,W,1,14,1.4,113.3,M,0.0,M,,
$GPGGA,180106.00,4914.8968,N,12259.9137,W,1,11,0.7,50.8,M,0.0,M,,
$GPGGA,180107.00,4914.8988,N,12259.9185,W,1,14,1.2,36.0,M,0.0,M,,
$GPGGA,180108.00,4914.8994,N,12259.9155,W,1,12,0.8,85.4,M,0.0,M,,
$GPGGA,180109.00,4914.8966,N,12259.9144,W,1,15,1.7,80.9,M,0.0,M,,
$GPGGA,180110.00,4914.8987,N,12259.9176,W,1,7,1.1,30.9,M,0.0,M,,
$GPGGA,180111.00,4914.8996,N,12259.9150,W,1,8,1.7,100.7,M,0.0,M,,
$GPGGA,180112.00,4914.8983,N,12259.9158,W,1,8,1.4,80.6,M,0.0,M,,
$GPGGA,180113.00,4914.9001,N,12259.9174,W,1,7,0.8,46.7,M,0.0,M,,
$GPGGA,180114.00,4914.8990,N,12259.9203,W,1,9,1.6,32.6,M,0.0,M,,
$GPGGA,180115.00,4914.9027,N,12259.9193,W,1,15,0.9,33.8,M,0.0,M,,
$GPGGA,180116.00,4914.9002,N,12259.9210,W,1,10,1.1,26.2,M,0.0,M,,
$GPGGA,180117.00,4914.9033,N,12259.9185,W,1,7,1.0,118.2,M,0.0,M,,
$GPGGA,180118.00,4914.9026,N,12259.9205,W,1,9,1.3,97.8,M,0.0,M,,
$GPGGA,180119.00,4914.9015,N,12259.9176,W,1,8,1.4,12.8,M,0.0,M,,
$GPGGA,180120.00,4914.9049,N,12259.9118,W,1,7,1.1,96.7,M,0.0,M,,
$GPGGA,180121.00,4914.9017,N,12259.9079,W,1,12,0.7,39.2,M,0.0,M,,
$GPGGA,180122.00,4914.9047,N,12259.9051,W,1,9,1.5,67.9,M,0.0,M,,
$GPGGA,180123.00,4914.9077,N,12259.9072,W,1,8,1.2,95.6,M,0.0,M,,
$GPGGA,180124.00,4914.9061,N,12259.9047,W,1,15,1.4,59.7,M,0.0,M,,
$GPGGA,180125.00,4914.9073,N,12259.9078,W,1,10,1.7,14.8,M,0.0,M,,
$GPGGA,180126.00,4914.9075,N,12259.9050,W,1,15,1.0,80.8,M,0.0,M,,
$GPGGA,180127.00,4914.9097,N,12259.9055,W,1,7,0.8,62.7,M,0.0,M,,
$GPGGA,180128.00,4914.9139,N,12259.9097,W,1,13,1.2,21.9,M,0.0,M,,
$GPGGA,180129.00,4914.9165,N,12259.9117,W,1,14,0.8,18.9,M,0.0,M,,
$GPGGA,180130.00,4914.9185,N,12259.9131,W,1,9,0.8,40.3,M,0.0,M,,
$GPGGA,180131.00,4914.9175,N,12259.9114,W,1,15,1.5,51.9,M,0.0,M,,
$GPGGA,180132.00,4914.9146,N,12259.9065,W,1,15,1.0,65.6,M,0.0,M,,
$GPGGA,180133.00,4914.9162,N,12259.9061,W,1,13,0.8,87.2,M,0.0,M,,
$GPGGA,180134.00,4914.9172,N,12259.9062,W,1,15,1.5,33.7,M,0.0,M,,
$GPGGA,180135.00,4914.9185,N,12259.9080,W,1,14,1.7,55.5,M,0.0,M,,
$GPGGA,180136.00,4914.9174,N,12259.9098,W,1,14,1.1,90.3,M,0.0,M,,
$GPGGA,180137.00,4914.9215,N,12259.9075,W,1,12,1.2,83.2,M,0.0,M,,
$GPGGA,180138.00,4914.9194,N,12259.9075,W,1,12,1.7,85.6,M,0.0,M,,
$GPGGA,180139.00,4914.9195,N,12259.9066,W,1,14,0.8,101.5,M,0.0,M,,
$GPGGA,180140.00,4914.9194,N,12259.9075,W,1,8,1.2,91.9,M,0.0,M,,
$GPGGA,180141.00,4914.9207,N,12259.9102,W,1,12,1.6,71.2,M,0.0,M,,
$GPGGA,180142.00,4914.9226,N,12259.9105,W,1,15,1.3,83.7,M,0.0,M,,
$GPGGA,180143.00,4914.9234,N,12259.9143,W,1,13,1.1,83.2,M,0.0,M,,
$GPGGA,180144.00,4914.9228,N,12259.9156,W,1,13,1.7,89.3,M,0.0,M,,
$GPGGA,180145.00,4914.9218,N,12259.9135,W,1,11,1.4,48.7,M,0.0,M,,
$GPGGA,180146.00,4914.9224,N,12259.9171,W,1,15,0.9,82.2,M,0.0,M,,
$GPGGA,180147.00,4914.9236,N,12259.9146,W,1,10,1.6,48.5,M,0.0,M,,
$GPGGA,180148.00,4914.9218,N,12259.9117,W,1,15,1.1,93.9,M,0.0,M,,
$GPGGA,180149.00,4914.9203,N,12259.9073,W,1,10,1.6,103.0,M,0.0,M,,
$GPGGA,180150.00,4914.9219,N,12259.9011,W,1,15,0.7,112.2,M,0.0,M,,
$GPGGA,180151.00,4914.9253,N,12259.8998,W,1,11,0.7,40.1,M,0.0,M,,
$GPGGA,180152.00,4914.9286,N,12259.8982,W,1,11,1.7,48.6,M,0.0,M,,
$GPGGA,180153.00,4914.9282,N,12259.8996,W,1,9,1.7,72.3,M,0.0,M,,
$GPGGA,180154.00,4914.9305,N,12259.8999,W,1,13,0.8,91.5,M,0.0,M,,
$GPGGA,180155.00,4914.9275,N,12259.9021,W,1,7,0.8,68.4,M,0.0,M,,
$GPGGA,180156.00,4914.9275,N,12259.9044,W,1,13,1.2,47.5,M,0.0,M,,
$GPGGA,180157.00,4914.9290,N,12259.9079,W,1,12,1.0,45.7,M,0.0,M,,
$GPGGA,180158.00,4914.9286,N,12259.9089,W,1,8,1.7,27.1,M,0.0,M,,
$GPGGA,180159.00,4914.9302,N,12259.9060,W,1,7,1.4,39.9,M,0.0,M,,
$GPGGA,180200.00,4914.9294,N,12259.9093,W,1,13,1.2,58.6,M,0.0,M,,
$GPGGA,180201.00,4914.9318,N,12259.9041,W,1,11,0.9,66.4,M,0.0,M,,
$GPGGA,180202.00,4914.9318,N,12259.9038,W,1,12,1.2,41.2,M,0.0,M,,
$GPGGA,180203.00,4914.9314,N,12259.9071,W,1,14,1.3,43.9,M,0.0,M,,
$GPGGA,180204.00,4914.9310,N,12259.9111,W,1,10,1.1,75.9,M,0.0,M,,
$GPGGA,180205.00,4914.9318,N,12259.9148,W,1,7,0.9,114.0,M,0.0,M,,
$GPGGA,180206.00,4914.9282,N,12259.9134,W,1,9,1.5,41.8,M,0.0,M,,
$GPGGA,180207.00,4914.9249,N,12259.9147,W,1,8,0.7,92.2,M,0.0,M,,
$GPGGA,180208.00,4914.9275,N,12259.9144,W,1,9,0.8,68.6,M,0.0,M,,
$GPGGA,180209.00,4914.9251,N,12259.9177,W,1,10,1.3,101.7,M,0.0,M,,
$GPGGA,180210.00,4914.9291,N,12259.9179,W,1,12,0.8,104.8,M,0.0,M,,
$GPGGA,180211.00,4914.9313,N,12259.9163,W,1,7,1.2,60.6,M,0.0,M,,
$GPGGA,180212.00,4914.9277,N,12259.9185,W,1,8,1.6,73.3,M,0.0,M,,
$GPGGA,180213.00,4914.9288,N,12259.9199,W,1,13,1.5,55.9,M,0.0,M,,
$GPGGA,180214.00,4914.9275,N,12259.9199,W,1,8,1.1,116.3,M,0.0,M,,
$GPGGA,180215.00,4914.9290,N,12259.9170,W,1,9,1.6,78.0,M,0.0,M,,
$GPGGA,180216.00,4914.9291,N,12259.9154,W,1,12,0.8,102.9,M,0.0,M,,
$GPGGA,180217.00,4914.9312,N,12259.9185,W,1,10,1.2,54.0,M,0.0,M,,
$GPGGA,180218.00,4914.9296,N,12259.9154,W,1,8,1.1,44.1,M,0.0,M,,
$GPGGA,180219.00,4914.9280,N,12259.9113,W,1,12,0.9,95.7,M,0.0,M,,
$GPGGA,180220.00,4914.9279,N,12259.9127,W,1,8,1.3,22.5,M,0.0,M,,
$GPGGA,180221.00,4914.9296,N,12259.9080,W,1,15,0.9,95.4,M,0.0,M,,
$GPGGA,180222.00,4914.9313,N,12259.9049,W,1,12,1.5,100.1,M,0.0,M,,
$GPGGA,180223.00,4914.9326,N,12259.8994,W,1,9,1.0,26.1,M,0.0,M,,
$GPGGA,180224.00,4914.9330,N,12259.8985,W,1,10,0.9,26.8,M,0.0,M,,
$GPGGA,180225.00,4914.9325,N,12259.8964,W,1,8,0.9,95.0,M,0.0,M,,
$GPGGA,180226.00,4914.9353,N,12259.8980,W,1,14,1.2,72.0,M,0.0,M,,
$GPGGA,180227.00,4914.9355,N,12259.9030,W,1,14,1.4,107.0,M,0.0,M,,
$GPGGA,180228.00,4914.9336,N,12259.8988,W,1,12,1.7,79.0,M,0.0,M,,
$GPGGA,180229.00,4914.9341,N,12259.8990,W,1,9,1.2,61.6,M,0.0,M,,
$GPGGA,180230.00,4914.9317,N,12259.8959,W,1,11,1.6,75.1,M,0.0,M,,
$GPGGA,180231.00,4914.9332,N,12259.8933,W,1,12,1.3,44.1,M,0.0,M,,
$GPGGA,180232.00,4914.9313,N,12259.8962,W,1,14,0.7,50.6,M,0.0,M,,
$GPGGA,180233.00,4914.9322,N,12259.8963,W,1,11,0.8,105.1,M,0.0,M,,
$GPGGA,180234.00,4914.9345,N,12259.8983,W,1,8,1.4,65.8,M,0.0,M,,
$GPGGA,180235.00,4914.9325,N,12259.9027,W,1,14,1.3,115.0,M,0.0,M,,
$GPGGA,180236.00,4914.9324,N,12259.9010,W,1,7,1.2,99.1,M,0.0,M,,
$GPGGA,180237.00,4914.9336,N,12259.8986,W,1,10,1.1,62.3,M,0.0,M,,
$GPGGA,180238.00,4914.9318,N,12259.9028,W,1,9,1.8,59.6,M,0.0,M,,
$GPGGA,180239.00,4914.9301,N,12259.9076,W,1,12,1.8,19.3,M,0.0,M,,
$GPGGA,180240.00,4914.9339,N,12259.9080,W,1,9,0.7,87.8,M,0.0,M,,
$GPGGA,180241.00,4914.9375,N,12259.9076,W,1,14,1.3,77.1,M,0.0,M,,
$GPGGA,180242.00,4914.9369,N,12259.9093,W,1,12,1.1,41.1,M,0.0,M,,
$GPGGA,180243.00,4914.9408,N,12259.9095,W,1,13,1.6,84.7,M,0.0,M,,
$GPGGA,180244.00,4914.9373,N,12259.9092,W,1,7,1.6,81.2,M,0.0,M,,
$GPGGA,180245.00,4914.9391,N,12259.9120,W,1,8,1.1,71.4,M,0.0,M,,
$GPGGA,180246.00,4914.9418,N,12259.9116,W,1,13,1.0,89.6,M,0.0,M,,
$GPGGA,180247.00,4914.9421,N,12259.9106,W,1,9,1.1,74.1,M,0.0,M,,
$GPGGA,180248.00,4914.9459,N,12259.9116,W,1,9,1.7,44.1,M,0.0,M,,
$GPGGA,180249.00,4914.9471,N,12259.9083,W,1,13,0.8,88.0,M,0.0,M,,
$GPGGA,180250.00,4914.9478,N,12259.9125,W,1,8,1.0,51.4,M,0.0,M,,
$GPGGA,180251.00,4914.9450,N,12259.9133,W,1,12,1.6,83.7,M,0.0,M,,
$GPGGA,180252.00,4914.9440,N,12259.9113,W,1,15,0.8,83.8,M,0.0,M,,
$GPGGA,180253.00,4914.9461,N,12259.9068,W,1,15,1.1,49.9,M,0.0,M,,
$GPGGA,180254.00,4914.9473,N,12259.9024,W,1,9,1.7,47.6,M,0.0,M,,
$GPGGA,180255.00,4914.9493,N,12259.8999,W,1,14,0.9,120.0,M,0.0,M,,
$GPGGA,180256.00,4914.9479,N,12259.9011,W,1,9,0.8,102.9,M,0.0,M,,
$GPGGA,180257.00,4914.9473,N,12259.9035,W,1,8,1.3,69.4,M,0.0,M,,
$GPGGA,180258.00,4914.9505,N,12259.9046,W,1,15,0.7,47.0,M,0.0,M,,
$GPGGA,180259.00,4914.9473,N,12259.9057,W,1,9,1.4,27.0,M,0.0,M,,
$GPGGA,180300.00,4914.9457,N,12259.9010,W,1,9,1.6,94.8,M,0.0,M,,
$GPGGA,180301.00,4914.9493,N,12259.8970,W,1,9,1.5,14.8,M,0.0,M,,
$GPGGA,180302.00,4914.9465,N,12259.8939,W,1,12,1.4,36.1,M,0.0,M,,
$GPGGA,180303.00,4914.9498,N,12259.8960,W,1,14,1.4,92.8,M,0.0,M,,
$GPGGA,180304.00,4914.9497,N,12259.8999,W,1,14,1.0,36.3,M,0.0,M,,
$GPGGA,180305.00,4914.9507,N,12259.8957,W,1,14,1.7,31.3,M,0.0,M,,
$GPGGA,180306.00,4914.9503,N,12259.8913,W,1,14,1.2,41.0,M,0.0,M,,
$GPGGA,180307.00,4914.9499,N,12259.8911,W,1,13,1.3,56.1,M,0.0,M,,
$GPGGA,180308.00,4914.9506,N,12259.8901,W,1,9,1.6,98.1,M,0.0,M,,
$GPGGA,180309.00,4914.9506,N,12259.8911,W,1,9,1.7,15.7,M,0.0,M,,
$GPGGA,180310.00,4914.9531,N,12259.8906,W,1,14,1.7,71.0,M,0.0,M,,
$GPGGA,180311.00,4914.9536,N,12259.8858,W,1,8,1.5,66.8,M,0.0,M,,
$GPGGA,180312.00,4914.9516,N,12259.8821,W,1,8,1.0,93.9,M,0.0,M,,
$GPGGA,180313.00,4914.9498,N,12259.8827,W,1,11,1.2,66.5,M,0.0,M,,
$GPGGA,180314.00,4914.9533,N,12259.8800,W,1,13,0.8,110.2,M,0.0,M,,
$GPGGA,180315.00,4914.9562,N,12259.8796,W,1,14,1.7,112.4,M,0.0,M,,
$GPGGA,180316.00,4914.9561,N,12259.8772,W,1,13,0.8,65.2,M,0.0,M,,
$GPGGA,180317.00,4914.9576,N,12259.8779,W,1,10,1.1,19.0,M,0.0,M,,
$GPGGA,180318.00,4914.9599,N,12259.8734,W,1,10,0.7,112.4,M,0.0,M,,
$GPGGA,180319.00,4914.9597,N,12259.8681,W,1,12,1.6,25.1,M,0.0,M,,
